method,source_gene,target_gene,f_score_mean,recall_mean
meandifference,ABCE1,RPL15,0.16095936390353785,1.0
meandifference,ABCE1,RPL17,0.2744276511796059,1.0
meandifference,ABCE1,RPL18,0.2709387365518078,1.0
meandifference,ABCE1,RPL19,0.0586806087740005,1.0
meandifference,ABCE1,RPL21,0.12927563107090612,1.0
meandifference,ABCE1,RPL23,0.1948071411071285,1.0
meandifference,ABCE1,RPL24,0.0512849174607184,1.0
meandifference,ABCE1,RPL26,0.1263913362333851,1.0
meandifference,ABCE1,RPL27A,0.2413502672176207,1.0
meandifference,ABCE1,RPL3,0.05820030223707995,1.0
meandifference,ABCE1,RPL30,0.1227429166578477,1.0
meandifference,ABCE1,RPL31,0.30615090643782766,1.0
meandifference,ABCE1,RPL32,0.0498082410481668,1.0
meandifference,ABCE1,RPL34,0.32069967942007127,1.0
meandifference,ABCE1,RPL36,0.0623187685689618,1.0
meandifference,ABCE1,RPL36AL,0.2016914049438892,0.0
meandifference,ABCE1,RPL37,0.14624312066262765,1.0
meandifference,ABCE1,RPL37A,0.06291185139840645,1.0
meandifference,ABCE1,RPL38,0.08119263412837055,1.0
meandifference,ABCE1,RPL4,0.0685420820082387,1.0
meandifference,ABCE1,RPL5,0.11551815142093165,1.0
meandifference,ABCE1,RPL6,0.12239415860945174,1.0
meandifference,ABCE1,RPL7,0.08254838185617995,1.0
meandifference,ABCE1,RPL8,0.0567529890991026,1.0
meandifference,ABCE1,RPL9,0.1281722240501834,1.0
meandifference,ABCE1,RPLP0,0.08418819353734286,1.0
meandifference,ABCE1,RPLP2,0.1722332262216075,0.0
meandifference,ABCE1,RPS11,0.14808299579005085,1.0
meandifference,ABCE1,RPS12,0.1103887258791154,1.0
meandifference,ABCE1,RPS14,0.20454699081759295,1.0
meandifference,ABCE1,RPS15A,0.210881819135912,1.0
meandifference,ABCE1,RPS17,0.07607698251278165,1.0
meandifference,ABCE1,RPS19,0.24600551251826744,1.0
meandifference,ABCE1,RPS20,0.08426837664881055,1.0
meandifference,ABCE1,RPS24,0.0563147622716042,1.0
meandifference,ABCE1,RPS27,0.19472871941674136,1.0
meandifference,ABCE1,RPS28,0.0597405165856884,1.0
meandifference,ABCE1,RPS29,0.0710283867539898,1.0
meandifference,ABCE1,RPS3,0.25557791966238325,1.0
meandifference,ABCE1,RPS3A,0.14727604259829366,1.0
meandifference,ABCE1,RPS4X,0.11235056702783025,1.0
meandifference,ABCE1,RPS5,0.06580501127319946,1.0
meandifference,ABCE1,RPS6,0.1696381002952975,1.0
meandifference,ABCE1,RPS7,0.38371574845083295,1.0
meandifference,ABCE1,RPS9,0.0592891221177193,1.0
meandifference,ABCE1,RPSA,0.08403198251724235,1.0
meandifference,ABCE1,RRM2,0.25484831051461154,0.0
meandifference,ABCE1,RSL1D1,0.10601935619192734,0.0
meandifference,ABCE1,RSL24D1,0.2184029808298234,1.0
meandifference,ABCE1,RUVBL1,0.1581019239394895,1.0
meandifference,ABCE1,SBNO1,0.19316143021160556,0.0
meandifference,ABCE1,SDAD1,0.18312537537159454,0.0
meandifference,ABCE1,SF3A1,0.19784998450932959,0.0
meandifference,ABCE1,SF3B1,0.17034156942540596,0.0
meandifference,ABCE1,SF3B2,0.23037979699661654,0.0
meandifference,ABCE1,SF3B3,0.2079206964483184,0.0
meandifference,ABCE1,SFPQ,0.09874832637771475,0.0
meandifference,ABCE1,SLC1A5,0.17040582601005025,0.0
meandifference,ABCE1,SMC1A,0.2451876025346017,0.0
meandifference,ABCE1,SMC4,0.21191312557228148,0.0
meandifference,ABCE1,SNRNP40,0.2389693474840733,0.0
meandifference,ABCE1,SNRPB,0.19159066964810895,0.0
meandifference,ABCE1,SNRPD1,0.1106072965833448,0.0
meandifference,ABCE1,SNRPE,0.06914447860102495,0.0
meandifference,ABCE1,SNRPG,0.12503915412272176,0.0
meandifference,ABCE1,SOD1,0.23726026445204212,0.0
meandifference,ABCE1,SON,0.19789154882008025,0.0
meandifference,ABCE1,SRP72,0.42199607231443925,0.0
meandifference,ABCE1,SRP9,0.4060310654144133,0.0
meandifference,ABCE1,SRRM1,0.1628777172365496,0.0
meandifference,ABCE1,SRRM2,0.1609593549263092,0.0
meandifference,ABCE1,SRRT,0.30421038025502234,0.0
meandifference,ABCE1,SRSF11,0.1611347028984177,0.0
meandifference,ABCE1,SSRP1,0.20735044705598585,0.0
meandifference,ABCE1,SUPT5H,0.18134533496287558,0.0
meandifference,ABCE1,SUPT6H,0.2135040025711059,0.0
meandifference,ABCE1,TBCA,0.20026368462327987,0.0
meandifference,ABCE1,THOC2,0.23241411795327735,0.0
meandifference,ABCE1,TIMM13,0.2114766485537252,0.0
meandifference,ABCE1,TKT,0.1137628643251234,0.0
meandifference,ABCE1,TMEM258,0.10635804689584236,0.0
meandifference,ABCE1,TMSB10,0.46951574100659743,0.0
meandifference,ABCE1,TPX2,0.1766312745594209,0.0
meandifference,ABCE1,TRA2B,0.16915948063192826,0.0
meandifference,ABCE1,TRAPPC4,0.191414089252295,0.0
meandifference,ABCE1,TRMT112,0.1456726763025407,0.0
meandifference,ABCE1,U2SURP,0.15084596331465627,0.0
meandifference,ABCE1,UBA2,0.2003332750985699,0.0
meandifference,ABCE1,UBE2L3,0.22177493306590665,0.0
meandifference,ABCE1,UBE2M,0.5912901592743012,0.0
meandifference,ABCE1,UBE2N,0.17728247840539096,0.0
meandifference,ABCE1,UBL5,0.0982923102071208,0.0
meandifference,ABCE1,UBTF,0.1668833479291008,0.0
meandifference,ABCE1,UQCRC1,0.39606122249095665,0.0
meandifference,ABCE1,UQCRQ,0.1766746124319491,0.0
meandifference,ABCE1,UROD,0.2083713695579959,0.0
meandifference,ABCE1,USP7,0.19175425144049418,0.0
meandifference,ABCE1,VARS,0.1665464266452097,0.0
meandifference,ABCE1,VCP,0.38655509747843586,0.0
meandifference,ABCE1,WBP11,0.2199711768452198,0.0
meandifference,ABCE1,WDR12,0.1401223905845996,1.0
meandifference,ABCE1,WDR3,0.19883223042834192,1.0
meandifference,ABCE1,WDR36,0.18207820949285256,1.0
meandifference,ABCE1,XPO1,0.20390288503439194,0.0
meandifference,ABCE1,YARS,0.1985793977041398,0.0
meandifference,ABCE1,ZMAT2,0.2125891766657752,0.0
meandifference,ABCE1,ZNF207,0.20026638883871417,0.0
meandifference,ABCF1,AATF,0.06067960150015855,0.0
meandifference,ABCF1,ABCE1,0.13158951995948995,1.0
meandifference,ABCF1,ACIN1,0.11431306739849945,0.0
meandifference,ABCF1,ACTB,0.0732638381321343,0.0
meandifference,ABCF1,ACTR2,0.1230202350872671,0.0
meandifference,ABCF1,AHCTF1,0.12063598546054034,0.0
meandifference,ABCF1,ALYREF,0.08052219447405,0.0
meandifference,ABCF1,ANAPC15,0.036725138024110204,0.0
meandifference,ABCF1,ANKRD11,0.03784262753045735,0.0
meandifference,ABCF1,AP2M1,0.08497356992469215,0.0
meandifference,ABCF1,ARCN1,0.0505234278098222,0.0
meandifference,ABCF1,ARGLU1,0.0883398358961519,0.0
meandifference,ABCF1,ARPC2,0.07481389101278925,0.0
meandifference,ABCF1,ARPC4,0.09845568792371065,0.0
meandifference,ABCF1,ATP6V0B,0.0668481486006921,0.0
meandifference,ABCF1,BANF1,0.06954877982619764,0.0
meandifference,ABCF1,BDP1,0.062435550419330896,0.0
meandifference,ABCF1,BOP1,0.08798842820123395,0.0
meandifference,ABCF1,BRK1,0.0708271164855777,0.0
meandifference,ABCF1,BUB1,0.07641314942214719,0.0
meandifference,ABCF1,BUB3,0.09067901048012685,0.0
meandifference,ABCF1,C19orf53,0.04124573581963225,0.0
meandifference,ABCF1,C1QBP,0.062421687762180406,0.0
meandifference,ABCF1,C9orf16,0.0572828810046711,0.0
meandifference,ABCF1,C9orf78,0.04844098501412055,0.0
meandifference,ABCF1,CCT2,0.06776601541478895,0.0
meandifference,ABCF1,CCT3,0.053394790051120855,0.0
meandifference,ABCF1,CCT4,0.050393582106068244,0.0
meandifference,ABCF1,CCT7,0.07453915095671135,0.0
meandifference,ABCF1,CDC27,0.08452186444607909,0.0
meandifference,ABCF1,CDC37,0.04770795374315745,0.0
meandifference,ABCF1,CDK1,0.15453710378973196,0.0
meandifference,ABCF1,CHEK1,0.05650567759917295,0.0
meandifference,ABCF1,CHORDC1,0.0761276277651014,0.0
meandifference,ABCF1,CIAO1,0.0411177842658401,0.0
meandifference,ABCF1,CKAP5,0.036349403795029406,0.0
meandifference,ABCF1,CLTC,0.07779157883634585,0.0
meandifference,ABCF1,CNOT1,0.11013205981216245,0.0
meandifference,ABCF1,COPS6,0.09028833506924966,0.0
meandifference,ABCF1,COPZ1,0.07766854115379179,0.0
meandifference,ABCF1,COX7C,0.0721946098325081,0.0
meandifference,ABCF1,CPSF3,0.12034462133642926,0.0
meandifference,ABCF1,CSE1L,0.08334194293304975,0.0
meandifference,ABCF1,CSNK1A1,0.1035120864730716,0.0
meandifference,ABCF1,CYCS,0.06864957194976774,0.0
meandifference,ABCF1,DCUN1D5,0.11469551457328786,0.0
meandifference,ABCF1,DDX24,0.0688135652310832,0.0
meandifference,ABCF1,DDX46,0.08173339808968724,0.0
meandifference,ABCF1,DDX5,0.07248480345434109,0.0
meandifference,ABCF1,DENR,0.07204694729261896,0.0
meandifference,ABCF1,DHX15,0.12279257054580026,0.0
meandifference,ABCF1,DHX36,0.0723097643690689,0.0
meandifference,ABCF1,DLD,0.046222396420406,0.0
meandifference,ABCF1,DNAJA1,0.06645275208889684,0.0
meandifference,ABCF1,DNAJC19,0.07283999926557119,0.0
meandifference,ABCF1,DNAJC8,0.0471488424527671,0.0
meandifference,ABCF1,DNMT1,0.06441139309543285,0.0
meandifference,ABCF1,DNTTIP2,0.039909228059638396,0.0
meandifference,ABCF1,DRAP1,0.157521046613105,0.0
meandifference,ABCF1,DYNC1H1,0.10766940565122465,0.0
meandifference,ABCF1,DYNC1I2,0.04006211836938485,0.0
meandifference,ABCF1,EEF1G,0.0209372238681656,1.0
meandifference,ABCF1,EEF2,0.04130851507408915,0.0
meandifference,ABCF1,EGLN2,0.0552298124099165,0.0
meandifference,ABCF1,EIF2B5,0.0577250672730664,0.0
meandifference,ABCF1,EIF2S1,0.1225194008057371,1.0
meandifference,ABCF1,EIF3A,0.07263762020047115,0.0
meandifference,ABCF1,EIF3D,0.10235069741322125,0.0
meandifference,ABCF1,EIF3E,0.060710819935754556,0.0
meandifference,ABCF1,EIF3H,0.09010230774442439,0.0
meandifference,ABCF1,EIF3M,0.07101934263272275,0.0
meandifference,ABCF1,EIF4E,0.0773053447992248,0.0
meandifference,ABCF1,EIF4G1,0.09773758719178895,0.0
meandifference,ABCF1,EIF4G2,0.0678287011730873,0.0
meandifference,ABCF1,EIF5,0.09598929004333495,0.0
meandifference,ABCF1,EXOC3,0.07670520441003485,0.0
meandifference,ABCF1,GAPDH,0.05365072460818621,0.0
meandifference,ABCF1,GARS,0.11900843444177155,0.0
meandifference,ABCF1,GNL2,0.0860824074179484,0.0
meandifference,ABCF1,GPN3,0.0920237652026496,0.0
meandifference,ABCF1,GTF2A2,0.08464795290985895,0.0
meandifference,ABCF1,GTF3C6,0.09311173676428136,0.0
meandifference,ABCF1,H3F3A,0.1027482775204021,0.0
meandifference,ABCF1,HEATR1,0.0514493944042713,0.0
meandifference,ABCF1,HIRA,0.0469930060197931,0.0
meandifference,ABCF1,HMGB1,0.1061943823419054,0.0
meandifference,ABCF1,HNRNPC,0.061646002971747105,0.0
meandifference,ABCF1,HNRNPM,0.0539188256951411,0.0
meandifference,ABCF1,HNRNPR,0.06414808088296531,0.0
meandifference,ABCF1,HSPA5,0.2834048338101999,0.0
meandifference,ABCF1,HSPA8,0.15705934033704874,0.0
meandifference,ABCF1,HSPA9,0.0717326114055322,0.0
meandifference,ABCF1,HSPD1,0.0809789934225815,0.0
meandifference,ABCF1,IARS2,0.0547956632911321,0.0
meandifference,ABCF1,ICE1,0.07240135427783434,0.0
meandifference,ABCF1,IK,0.09717370493601005,0.0
meandifference,ABCF1,KIF11,0.0968066603649878,0.0
meandifference,ABCF1,KPNB1,0.04784908631206525,0.0
meandifference,ABCF1,KRR1,0.10728385311173926,0.0
meandifference,ABCF1,KRT10,0.0811669989819801,0.0
meandifference,ABCF1,KRT8,0.21874576365000564,0.0
meandifference,ABCF1,LIMS1,0.06662991741107549,0.0
meandifference,ABCF1,LSM2,0.0914035056087676,0.0
meandifference,ABCF1,LSM5,0.0685054108593169,0.0
meandifference,ABCF1,LSM6,0.0770853569660288,0.0
meandifference,ABCF1,LTV1,0.0471943237970206,0.0
meandifference,ABCF1,MAGOH,0.060285644537999006,0.0
meandifference,ABCF1,MED1,0.03692574267787835,0.0
meandifference,ABCF1,MED10,0.08503915269792475,0.0
meandifference,ABCF1,METAP2,0.05745436092293969,0.0
meandifference,ABCF1,MRPL14,0.1205803369206758,0.0
meandifference,ABCF1,MRPL18,0.0810880287622885,0.0
meandifference,ABCF1,MRPL3,0.0692990048295466,0.0
meandifference,ABCF1,MRPL36,0.06759466299963975,0.0
meandifference,ABCF1,MRPS35,0.0856918429635624,0.0
meandifference,ABCF1,MYCBP,0.0727686082929174,0.0
meandifference,ABCF1,MZT1,0.07884474727142671,0.0
meandifference,ABCF1,NAA38,0.08249934684182655,0.0
meandifference,ABCF1,NACA,0.0994296329047005,0.0
meandifference,ABCF1,NASP,0.09304954334760884,0.0
meandifference,ABCF1,NCBP2,0.0445868544604235,0.0
meandifference,ABCF1,NCL,0.06712623083603356,0.0
meandifference,ABCF1,NDUFA2,0.0817493522440559,0.0
meandifference,ABCF1,NDUFAB1,0.09394749713178391,0.0
meandifference,ABCF1,NDUFB10,0.041807329176059005,0.0
meandifference,ABCF1,NDUFB6,0.0536481989878552,0.0
meandifference,ABCF1,NDUFB8,0.0890920297436201,0.0
meandifference,ABCF1,NDUFS5,0.0975011997244046,0.0
meandifference,ABCF1,NEDD8,0.0716438581174598,0.0
meandifference,ABCF1,NIFK,0.0591813780850687,0.0
meandifference,ABCF1,NIP7,0.043069430430078104,0.0
meandifference,ABCF1,NOL11,0.11725923888854245,0.0
meandifference,ABCF1,NUP107,0.12221850216113805,0.0
meandifference,ABCF1,NUP205,0.051451552229348746,0.0
meandifference,ABCF1,OSTC,0.07590106892968135,0.0
meandifference,ABCF1,OXA1L,0.064261831316473,0.0
meandifference,ABCF1,PCBP2,0.08363444028924939,0.0
meandifference,ABCF1,PCID2,0.060123168370425,0.0
meandifference,ABCF1,PDCD5,0.07037353436973295,0.0
meandifference,ABCF1,PDCD6,0.10180155307462016,0.0
meandifference,ABCF1,PDCD6IP,0.07822739361530305,0.0
meandifference,ABCF1,PFN1,0.0863697297168588,0.0
meandifference,ABCF1,PHB,0.046993181012871504,0.0
meandifference,ABCF1,PHB2,0.09260046473828755,0.0
meandifference,ABCF1,PKM,0.1847568470368981,0.0
meandifference,ABCF1,PMF1,0.07576624779889775,0.0
meandifference,ABCF1,PMPCB,0.07399242624373495,0.0
meandifference,ABCF1,PNISR,0.10164571240206424,0.0
meandifference,ABCF1,POLR2A,0.036873958004728,0.0
meandifference,ABCF1,POLR2B,0.0879477000926524,0.0
meandifference,ABCF1,POLR2E,0.0883009646043148,0.0
meandifference,ABCF1,POLR2F,0.04271432303115335,0.0
meandifference,ABCF1,POLR2I,0.0569214832397011,0.0
meandifference,ABCF1,POP7,0.09917754410041406,0.0
meandifference,ABCF1,PPA1,0.0516622255676249,0.0
meandifference,ABCF1,PPIA,0.03137940760537235,0.0
meandifference,ABCF1,PPP1CA,0.0499859598949276,0.0
meandifference,ABCF1,PPP2R1A,0.0725976225069251,0.0
meandifference,ABCF1,PRELID1,0.0621851552745455,0.0
meandifference,ABCF1,PRELID3B,0.11073307086602015,0.0
meandifference,ABCF1,PRPF4B,0.08895361318349926,0.0
meandifference,ABCF1,PSMA1,0.0440406016517328,0.0
meandifference,ABCF1,PSMA3,0.02863134605635645,0.0
meandifference,ABCF1,PSMA4,0.07646536341111745,0.0
meandifference,ABCF1,PSMB1,0.08460810891318475,0.0
meandifference,ABCF1,PSMB5,0.08653782052003445,0.0
meandifference,ABCF1,PSMB6,0.0998866317644087,0.0
meandifference,ABCF1,PSMB7,0.076630828989997,0.0
meandifference,ABCF1,PSMC1,0.0820116411092804,0.0
meandifference,ABCF1,PSMC2,0.0758182189748142,0.0
meandifference,ABCF1,PSMC4,0.10983997488227135,0.0
meandifference,ABCF1,PSMD1,0.1038374619415488,0.0
meandifference,ABCF1,PSMD12,0.10023293439778941,0.0
meandifference,ABCF1,PSMD4,0.07591433263239995,0.0
meandifference,ABCF1,PSMD6,0.09122471412073124,0.0
meandifference,ABCF1,PSMD7,0.050911578255090004,0.0
meandifference,ABCF1,PSMG3,0.07117156287974015,0.0
meandifference,ABCF1,PTMA,0.1459552623651685,0.0
meandifference,ABCF1,QARS,0.05797634688766895,0.0
meandifference,ABCF1,RAC1,0.0718138214835526,0.0
meandifference,ABCF1,RAN,0.10518560990680165,0.0
meandifference,ABCF1,RARS,0.0736135363211608,0.0
meandifference,ABCF1,RBM4,0.08288978656760335,0.0
meandifference,ABCF1,RPA2,0.0945430863029632,0.0
meandifference,ABCF1,RPA3,0.06274517215323815,0.0
meandifference,ABCF1,RPL10,0.047273182163393546,0.0
meandifference,ABCF1,RPL10A,0.033270318046553546,1.0
meandifference,ABCF1,RPL11,0.05759399004571095,1.0
meandifference,ABCF1,RPL12,0.0316528019615393,0.0
meandifference,ABCF1,RPL13,0.03603797556090505,0.0
meandifference,ABCF1,RPL13A,0.0413569224435139,0.0
meandifference,ABCF1,RPL14,0.01891374831326515,0.0
meandifference,ABCF1,RPL15,0.038100149199527346,0.0
meandifference,ABCF1,RPL17,0.05257950857299745,0.0
meandifference,ABCF1,RPL18,0.02034606464050115,1.0
meandifference,ABCF1,RPL19,0.026746540761892597,1.0
meandifference,ABCF1,RPL21,0.0328633850004262,0.0
meandifference,ABCF1,RPL23,0.0524834829885168,0.0
meandifference,ABCF1,RPL24,0.06087540795907035,1.0
meandifference,ABCF1,RPL26,0.0691486796841124,0.0
meandifference,ABCF1,RPL27A,0.05874922990124925,0.0
meandifference,ABCF1,RPL3,0.02750117803231395,0.0
meandifference,ABCF1,RPL30,0.02923136726074185,1.0
meandifference,ABCF1,RPL31,0.0634499522561332,1.0
meandifference,ABCF1,RPL32,0.04339619952677265,1.0
meandifference,ABCF1,RPL34,0.04374133040439785,0.0
meandifference,ABCF1,RPL36,0.03166195441973445,1.0
meandifference,ABCF1,RPL36AL,0.1199943401224465,0.0
meandifference,ABCF1,RPL37,0.029194503157524702,0.0
meandifference,ABCF1,RPL37A,0.035394878642574845,0.0
meandifference,ABCF1,RPL38,0.0780990721383186,1.0
meandifference,ABCF1,RPL4,0.029173283113485198,0.0
meandifference,ABCF1,RPL5,0.0399600786833787,0.0
meandifference,ABCF1,RPL6,0.060224244937382154,1.0
meandifference,ABCF1,RPL7,0.0388965898347094,0.0
meandifference,ABCF1,RPL8,0.044067328271509804,1.0
meandifference,ABCF1,RPL9,0.0269618074550156,0.0
meandifference,ABCF1,RPLP0,0.02202634819833235,0.0
meandifference,ABCF1,RPLP2,0.029291438861520497,0.0
meandifference,ABCF1,RPS11,0.0195062174970453,0.0
meandifference,ABCF1,RPS12,0.03724272600235265,0.0
meandifference,ABCF1,RPS14,0.04419827828657505,0.0
meandifference,ABCF1,RPS15A,0.03148389552733845,0.0
meandifference,ABCF1,RPS17,0.0491751737263849,0.0
meandifference,ABCF1,RPS19,0.028764293937214348,0.0
meandifference,ABCF1,RPS20,0.0380867932569513,0.0
meandifference,ABCF1,RPS24,0.03592350218683715,0.0
meandifference,ABCF1,RPS27,0.03190967294937225,0.0
meandifference,ABCF1,RPS28,0.02429734932694355,1.0
meandifference,ABCF1,RPS29,0.02603083354565975,1.0
meandifference,ABCF1,RPS3,0.0371538172756929,0.0
meandifference,ABCF1,RPS3A,0.06876965975493565,0.0
meandifference,ABCF1,RPS4X,0.02749658010865875,0.0
meandifference,ABCF1,RPS5,0.026051151992881702,0.0
meandifference,ABCF1,RPS6,0.051026774177627,0.0
meandifference,ABCF1,RPS7,0.047195125115525594,0.0
meandifference,ABCF1,RPS9,0.02331272469562505,0.0
meandifference,ABCF1,RPSA,0.0395224371324357,0.0
meandifference,ABCF1,RRM2,0.22096860289625214,0.0
meandifference,ABCF1,RSL1D1,0.0546478683841818,0.0
meandifference,ABCF1,RSL24D1,0.23522602332774917,0.0
meandifference,ABCF1,RUVBL1,0.08966149034616419,0.0
meandifference,ABCF1,SBNO1,0.05733374224779605,0.0
meandifference,ABCF1,SDAD1,0.07167785262334635,0.0
meandifference,ABCF1,SF3A1,0.04661639223775415,0.0
meandifference,ABCF1,SF3B1,0.061089634681580546,0.0
meandifference,ABCF1,SF3B2,0.06812336887568345,0.0
meandifference,ABCF1,SF3B3,0.11669550540656484,0.0
meandifference,ABCF1,SFPQ,0.08437637972775335,0.0
meandifference,ABCF1,SLC1A5,0.10113220753589115,0.0
meandifference,ABCF1,SMC1A,0.07008462646367891,0.0
meandifference,ABCF1,SMC4,0.04174418916150715,0.0
meandifference,ABCF1,SNRNP40,0.0810312682046902,0.0
meandifference,ABCF1,SNRPB,0.035542793359213704,0.0
meandifference,ABCF1,SNRPD1,0.0335295356052413,0.0
meandifference,ABCF1,SNRPE,0.0723256958075302,0.0
meandifference,ABCF1,SNRPG,0.06282262619288864,0.0
meandifference,ABCF1,SOD1,0.1640844492428935,0.0
meandifference,ABCF1,SON,0.1960868633849041,0.0
meandifference,ABCF1,SRP72,0.1391267198137988,0.0
meandifference,ABCF1,SRP9,0.11953055352531175,0.0
meandifference,ABCF1,SRRM1,0.1186581902650049,0.0
meandifference,ABCF1,SRRM2,0.0981871076122091,0.0
meandifference,ABCF1,SRRT,0.14383425362850236,0.0
meandifference,ABCF1,SRSF11,0.049649341029219446,0.0
meandifference,ABCF1,SSRP1,0.06130784551401271,0.0
meandifference,ABCF1,SUPT5H,0.06804594907483075,0.0
meandifference,ABCF1,SUPT6H,0.1569652319955808,0.0
meandifference,ABCF1,TBCA,0.0875712022062195,0.0
meandifference,ABCF1,THOC2,0.053611471637411603,0.0
meandifference,ABCF1,TIMM13,0.0742570987989527,0.0
meandifference,ABCF1,TKT,0.05839442685945595,0.0
meandifference,ABCF1,TMEM258,0.1425494923744392,0.0
meandifference,ABCF1,TMSB10,0.0932843997895717,0.0
meandifference,ABCF1,TPX2,0.17586567988517274,0.0
meandifference,ABCF1,TRA2B,0.0831540148717028,0.0
meandifference,ABCF1,TRAPPC4,0.0855321945653037,0.0
meandifference,ABCF1,TRMT112,0.10491882407446745,0.0
meandifference,ABCF1,U2SURP,0.04678095860429275,0.0
meandifference,ABCF1,UBA2,0.09210735218795416,0.0
meandifference,ABCF1,UBE2L3,0.04121816522294465,0.0
meandifference,ABCF1,UBE2M,0.08477120621106575,0.0
meandifference,ABCF1,UBE2N,0.10278607541251775,0.0
meandifference,ABCF1,UBL5,0.0963754218846537,0.0
meandifference,ABCF1,UBTF,0.08279225331480995,0.0
meandifference,ABCF1,UQCRC1,0.13215356896894548,0.0
meandifference,ABCF1,UQCRQ,0.07595959691954204,0.0
meandifference,ABCF1,UROD,0.0862273710591389,0.0
meandifference,ABCF1,USP7,0.07218067430251625,0.0
meandifference,ABCF1,VARS,0.09208867143264365,0.0
meandifference,ABCF1,VCP,0.15562263949452193,0.0
meandifference,ABCF1,WBP11,0.050970490007755546,0.0
meandifference,ABCF1,WDR12,0.0759213189303522,0.0
meandifference,ABCF1,WDR3,0.06125113646799955,0.0
meandifference,ABCF1,WDR36,0.07687539535520341,0.0
meandifference,ABCF1,XPO1,0.0770231353417468,0.0
